canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value
CC(C)[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O,CHEMBL411941,Inhibition,%,,Inhibition,,
O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3cc(N4CCCC4=O)ccc3-c3ccc(Cl)cc3)cc1F)n2C1CCCCC1,CHEMBL210297,Inhibition,%,,Inhibition,,
CC(C)CC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CC(=O)NC(=O)N1)C(=O)N[C@@H](Cc1ccc(F)cc1)C(=O)N[C@H](Cc1ccccc1)C(N)=O,CHEMBL2371928,Inhibition,%,38.0,Inhibition,%,38.0
CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC2CCCCC2)NC(=O)[C@@H]2CCCN2C1=O,CHEMBL41547,Inhibition,%,77.0,Inhibition,%,77.0
Cc1nc(N2CCCC2)nc2ccc(NC(=O)COc3ccc(Cl)cc3)cc12,CHEMBL216228,Inhibition,%,,Inhibition,,
CN(C)CCN(C)c1nc2ccc(NC(=O)COc3ccc(C(F)(F)F)cc3)cc2n1C,CHEMBL276393,Inhibition,%,,Inhibition,,
C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,CHEMBL10,Inhibition,%,77.0,Inhibition,%,77.0
Nc1ccccc1Nc1ccc2c(c1)CCc1ccccc1C2=O,CHEMBL218962,Inhibition,%,70.0,Inhibition,%,70.0
C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,CHEMBL10,Inhibition,%,61.0,Inhibition,%,61.0
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCN1CCCCC1,CHEMBL221568,Inhibition,%,97.0,Inhibition,%,97.0
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCOCCO,CHEMBL427104,Inhibition,%,38.0,Inhibition,%,38.0
COCCn1c(SC)nc(-c2ccc(F)cc2)c1-c1ccnc(NC(C)=O)c1,CHEMBL426183,Inhibition,%,62.0,Inhibition,%,62.0
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,CHEMBL998,Inhibition,%,30.0,Inhibition,%,30.0
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,CHEMBL1000,Inhibition,%,13.0,Inhibition,%,13.0
CCOCCn1cc(C2CCN(CCOc3ccccc3C(=O)O)CC2)c2ccccc21,CHEMBL183706,Inhibition,%,0.0,Inhibition,%,0.0
COc1ccc(CN2CCC(c3cn(Cc4cccs4)c4ccccc34)CC2)cc1C(=O)O,CHEMBL376202,Inhibition,%,-5.0,Inhibition,%,-5.0
COCCn1cc(C2CCN(Cc3ccc(OC)c(C(=O)O)c3)CC2)c2ccccc21,CHEMBL223025,Inhibition,%,-9.0,Inhibition,%,-9.0
COCCn1cc(C2CCN(CCOc3ccccc3C(=O)O)CC2)c2ccc(F)cc21,CHEMBL385133,Inhibition,%,15.0,Inhibition,%,15.0
N=C(N)NCCC[C@H](NC(=O)c1ccc(C(c2ccccc2)c2ccccc2)o1)C(=O)O,CHEMBL230034,Inhibition,%,0.0,Inhibition,%,0.0
O=c1[nH]c(N2CCC(c3ccccc3)CC2)c(Cc2ccccc2)c(=O)[nH]1,CHEMBL230675,Inhibition,%,25.0,Inhibition,%,25.0
CN(C)CCCn1cc(CNc2cc(Br)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)nn1,CHEMBL425834,Inhibition,%,66.0,Inhibition,%,66.0
N#Cc1cnc2c(F)cc(NCc3c[nH]cn3)cc2c1Nc1ccc(F)c(Cl)c1,CHEMBL245212,Inhibition,%,96.0,Inhibition,%,96.0
O=c1ccc2c(O)c3ccoc3cc2o1,CHEMBL242711,Inhibition,%,98.9,Inhibition,%,98.9
C/C(=C\COc1ccc2ccc(=O)oc2c1)C/C=C/C(C)C,CHEMBL241896,Inhibition,%,96.5,Inhibition,%,96.5
O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,CHEMBL234951,Inhibition,%,50.0,Inhibition,%,50.0
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCC(F)(F)F)C(=O)C(C)(c1cc(F)cc(F)c1)O2,CHEMBL241458,Inhibition,%,54.0,Inhibition,%,54.0
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCOCC(F)(F)F)C(=O)C(C)(c1cc(F)cc(F)c1)O2,CHEMBL241457,Inhibition,%,46.0,Inhibition,%,46.0
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCO)C(=O)C(C)(c1cc(F)cc(F)c1)O2,CHEMBL238678,Inhibition,%,8.0,Inhibition,%,8.0
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1cccc(Cl)c1)O2,CHEMBL393364,Inhibition,%,86.0,Inhibition,%,86.0
Nc1nc(N)c2c(OCC3CCN(Cc4ccccc4F)CC3)cccc2n1,CHEMBL251429,Inhibition,%,50.0,Inhibition,%,50.0
COc1ccc2cc(-c3ccc(F)cc3)ccc2c1-c1cccnc1,CHEMBL414913,Inhibition,%,64.0,Inhibition,%,64.0
COc1ccc2cc(-c3ccc(F)cc3)ccc2c1-c1cccnc1,CHEMBL414913,Inhibition,%,86.0,Inhibition,%,86.0
C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,CHEMBL254328,Inhibition,%,7.0,Inhibition,%,7.0
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL157101,Inhibition,%,1.0,Inhibition,%,1.0
COc1ccc2cc(-c3cccc(Cn4ccnc4)c3)ccc2c1,CHEMBL402099,Inhibition,%,91.0,Inhibition,%,91.0
Oc1ccc2cc(-c3cccc(-c4ccncc4)c3)ccc2c1,CHEMBL254326,Inhibition,%,6.0,Inhibition,%,6.0
COc1ccc2cc(-c3ccc(F)cc3)ccc2c1Cn1ccnc1,CHEMBL253935,Inhibition,%,93.0,Inhibition,%,93.0
C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,CHEMBL254328,Inhibition,%,7.0,Inhibition,%,7.0
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL157101,Inhibition,%,4.0,Inhibition,%,4.0
COc1ccc2cc(-c3cccc(Cn4ccnc4)c3)ccc2c1,CHEMBL402099,Inhibition,%,96.0,Inhibition,%,96.0
Oc1ccc2cc(-c3cccc(-c4ccncc4)c3)ccc2c1,CHEMBL254326,Inhibition,%,19.0,Inhibition,%,19.0
COc1ccc2cc(-c3ccc(F)cc3)ccc2c1Cn1ccnc1,CHEMBL253935,Inhibition,%,95.0,Inhibition,%,95.0
Oc1ccc2cc(-c3cccc(-c4ccncc4)c3)ccc2c1,CHEMBL254326,Inhibition,%,19.0,Inhibition,%,19.0
Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,CHEMBL253868,Inhibition,%,70.0,Inhibition,%,70.0
Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(CNC(=O)CCc2cccnc2)cc1,CHEMBL253869,Inhibition,%,65.0,Inhibition,%,65.0
Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(CNC(=O)C2CCCCC2)cc1,CHEMBL253227,Inhibition,%,12.0,Inhibition,%,12.0
CCC(=O)NCc1ccc(C(=O)Nc2cc(-c3ccccc3)ccc2N)cc1,CHEMBL398617,Inhibition,%,30.0,Inhibition,%,30.0
CCCC(=O)NCc1ccc(C(=O)Nc2cc(-c3ccccc3)ccc2N)cc1,CHEMBL253226,Inhibition,%,33.0,Inhibition,%,33.0
COC(=O)NCc1ccc(C(=O)Nc2cc(-c3ccccc3)ccc2N)cc1,CHEMBL398420,Inhibition,%,23.0,Inhibition,%,23.0
CCOC(=O)NCc1ccc(C(=O)Nc2cc(-c3ccccc3)ccc2N)cc1,CHEMBL400046,Inhibition,%,22.0,Inhibition,%,22.0
Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(CNC(=O)Oc2ccccc2)cc1,CHEMBL400044,Inhibition,%,22.0,Inhibition,%,22.0
Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(CNC(=O)OCc2ccccc2)cc1,CHEMBL252409,Inhibition,%,28.0,Inhibition,%,28.0
Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(CNC(=O)OCc2ccccn2)cc1,CHEMBL253870,Inhibition,%,38.0,Inhibition,%,38.0
COC[C@H]1CCCN1C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3ccccc3)CN2)c1,CHEMBL403195,Inhibition,uM,30.0,Inhibition,uM,30.0
CCC(c1ccc(-c2ccsc2)cc1)n1ccnc1,CHEMBL403475,Inhibition,%,88.0,Inhibition,%,88.0
C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,CHEMBL254328,Inhibition,%,4.0,Inhibition,%,4.0
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL157101,Inhibition,%,96.0,Inhibition,%,96.0
CCC(c1ccc(-c2ccsc2Cl)cc1)n1ccnc1,CHEMBL403852,Inhibition,%,87.0,Inhibition,%,87.0
CCC(c1ccc(-c2cscc2C)cc1F)n1ccnc1,CHEMBL403808,Inhibition,%,88.0,Inhibition,%,88.0
CC(c1ccc(-c2ccsc2)cc1)n1ccnc1,CHEMBL273191,Inhibition,%,80.0,Inhibition,%,80.0
CCC(c1ccc(-c2ccsc2)cc1)n1ccnc1,CHEMBL403475,Inhibition,%,92.0,Inhibition,%,92.0
C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,CHEMBL254328,Inhibition,%,25.0,Inhibition,%,25.0
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL157101,Inhibition,%,98.0,Inhibition,%,98.0
CCC(c1ccc(-c2ccsc2Cl)cc1)n1ccnc1,CHEMBL403852,Inhibition,%,97.0,Inhibition,%,97.0
CCC(c1ccc(-c2cscc2C)cc1F)n1ccnc1,CHEMBL403808,Inhibition,%,97.0,Inhibition,%,97.0
CC(c1ccc(-c2ccsc2)cc1)n1ccnc1,CHEMBL273191,Inhibition,%,94.0,Inhibition,%,94.0
CN(C(=O)CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)C1CCN(c2ccnc(CO)c2)CC1,CHEMBL271944,Inhibition,%,21.0,Inhibition,%,21.0
CN(C(=O)CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)C1CCN(c2ccnc(N)c2)CC1,CHEMBL411027,Inhibition,%,49.0,Inhibition,%,49.0
Cc1cc(N2CCC(N(C)C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3)CC2)cc(C)n1,CHEMBL272783,Inhibition,%,40.0,Inhibition,%,40.0
Cc1cc(N2CCC(N(C)C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3)CC2)ccn1,CHEMBL261646,Inhibition,%,40.0,Inhibition,%,40.0
CN(C(=O)CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)C1CCN(c2ccncc2)CC1,CHEMBL271991,Inhibition,%,81.0,Inhibition,%,81.0
NC(c1ccccc1)(c1ccccc1)c1ccccc1,CHEMBL272255,Inhibition,%,20.0,Inhibition,%,20.0
NC(c1ccccc1)(c1ccccc1)c1ccccc1Cl,CHEMBL406683,Inhibition,%,20.0,Inhibition,%,20.0
CNC(c1ccccc1)(c1ccccc1)c1ccccc1,CHEMBL270288,Inhibition,%,20.0,Inhibition,%,20.0
NC(=O)C(c1ccccc1)(c1ccc(F)cc1)c1ccccc1F,CHEMBL42205,Inhibition,%,20.0,Inhibition,%,20.0
NC(=O)C(c1ccccc1)(c1ccc(F)cc1)c1ccc(F)cc1,CHEMBL405821,Inhibition,%,20.0,Inhibition,%,20.0
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,CHEMBL982,Inhibition,%,60.0,Inhibition,%,60.0
CN(C)c1cccc(C(=O)NC2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)c1,CHEMBL411916,Inhibition,%,39.9,Inhibition,%,39.9
COc1cccc(C(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)c1,CHEMBL410526,Inhibition,%,44.9,Inhibition,%,44.9
O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccc(Cl)c(Cl)c1,CHEMBL272215,Inhibition,%,35.5,Inhibition,%,35.5
O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccc(Cl)cc1,CHEMBL409458,Inhibition,%,30.8,Inhibition,%,30.8
CC(C)Oc1cc(-c2ccc(CCNC[C@H](O)c3cccc(Cl)c3)cc2)ccc1C(=O)O,CHEMBL272584,Inhibition,%,,Inhibition,,
CC(C)Oc1cc(-c2ccc(CCNC[C@H](O)c3ccccc3)cc2)ccc1C(=O)O,CHEMBL271945,Inhibition,%,,Inhibition,,
Cc1cc(C)n(-c2cc(NC(=O)CN3CCN(C)CC3)nc(-c3ccc(C)o3)n2)n1,CHEMBL270467,Inhibition,%,,Inhibition,,
COc1cc(Nc2c(C#N)cnc3cc(NCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,CHEMBL429712,Inhibition,%,34.0,Inhibition,%,34.0
COc1cc(Nc2c(C#N)cnc3cc(NCCCN(C)C)c(OC)cc23)c(Cl)cc1Cl,CHEMBL261531,Inhibition,%,34.0,Inhibition,%,34.0
O=C(CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCN(c2cccc3nccn23)CC1,CHEMBL409851,Inhibition,%,45.0,Inhibition,%,45.0
CC(=O)Nc1cnc2cccc(N3CCN(C(=O)CCS(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)n12,CHEMBL258716,Inhibition,%,,Inhibition,,
Nc1cnc2cccc(N3CCN(C(=O)CCS(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)n12,CHEMBL409850,Inhibition,%,52.0,Inhibition,%,52.0
O=C(CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCN(c2cccc3ncc([N+](=O)[O-])n23)CC1,CHEMBL261775,Inhibition,%,,Inhibition,,
O=C(CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCN(c2cccc3ncc(CO)n23)CC1,CHEMBL261774,Inhibition,%,,Inhibition,,
CC(O)Cc1cn2c(N3CCN(C(=O)CCS(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)cccc2n1,CHEMBL409115,Inhibition,%,33.0,Inhibition,%,33.0
CC(C)(O)Cc1cn2c(N3CCN(C(=O)CCS(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)cccc2n1,CHEMBL410528,Inhibition,%,26.0,Inhibition,%,26.0
CNC(=O)Cc1cn2c(N3CCN(C(=O)CCS(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)cccc2n1,CHEMBL261323,Inhibition,%,,Inhibition,,
NC(=O)Cc1cn2c(N3CCN(C(=O)CCS(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)cccc2n1,CHEMBL261324,Inhibition,%,,Inhibition,,
CN(C)C(=O)Cc1cn2c(N3CCN(C(=O)CCS(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)cccc2n1,CHEMBL265455,Inhibition,%,,Inhibition,,
CC(O)c1cn2c(N3CCN(C(=O)CCS(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)cccc2n1,CHEMBL265456,Inhibition,%,23.0,Inhibition,%,23.0
CC(C)(O)c1cn2c(N3CCN(C(=O)CCS(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)cccc2n1,CHEMBL260152,Inhibition,%,,Inhibition,,
CCOC(=O)Cc1cn2c(N3CCN(C(=O)CCS(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)cccc2n1,CHEMBL260360,Inhibition,%,,Inhibition,,
O=C(CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCN(c2cccc3nc(CO)cn23)CC1,CHEMBL259603,Inhibition,%,15.0,Inhibition,%,15.0
Cc1cn2c(N3CCN(C(=O)CCS(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)cccc2n1,CHEMBL405361,Inhibition,%,58.0,Inhibition,%,58.0
COC(=O)c1c(-c2ccccc2)c2cc(Br)ccc2c(=O)n1Cc1ccc(S(C)(=O)=O)cc1,CHEMBL259060,Inhibition,%,0.0,Inhibition,%,0.0
[O-][S+](Cc1ccc(Cl)cc1)c1cc2nc(C3CCCCC3)[nH]c2cc1Cl,CHEMBL427913,Inhibition,%,50.0,Inhibition,%,50.0
CS(=O)(=O)Nc1c(Cl)ccc2c1CCCC2c1ncc[nH]1,CHEMBL256982,Inhibition,%,25.0,Inhibition,%,25.0
Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2)c1,CHEMBL254760,Inhibition,%,,Inhibition,,
CC#CCn1c(N2CCC[C@@H](N)C2)nc2cnn(Cc3nc(C)c4ccccc4n3)c(=O)c21,CHEMBL403553,Inhibition,uM,50.0,Inhibition,uM,50.0
COc1ccc2ncc(-c3cccc(NC4CCNCC4)n3)n2c1,CHEMBL402629,Inhibition,%,31.0,Inhibition,%,31.0
Clc1ccc2ncc(-c3cccc(NC4CCCNC4)n3)n2c1,CHEMBL256961,Inhibition,%,8.6,Inhibition,%,8.6
Clc1ccc2ncc(-c3cccc(NC4CCNC4)n3)n2c1,CHEMBL401633,Inhibition,%,12.0,Inhibition,%,12.0
Clc1ccc2ncc(-c3cccc(NC4CNC4)n3)n2c1,CHEMBL256963,Inhibition,%,11.0,Inhibition,%,11.0
N#Cc1ccc2ncc(-c3cccc(NC4CCNCC4)n3)n2c1,CHEMBL255873,Inhibition,%,22.0,Inhibition,%,22.0
CCC(c1ccc(-c2ccc(F)cc2)cc1)n1ccnc1,CHEMBL527112,Inhibition,%,88.0,INH,%,88.0
CCC(c1ccc(-c2ccc(NC(=O)OC(C)(C)C)cc2)cc1)n1ccnc1,CHEMBL500679,Inhibition,%,52.0,INH,%,52.0
C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,CHEMBL254328,Inhibition,%,27.0,INH,%,27.0
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL157101,Inhibition,%,96.0,INH,%,96.0
CC(c1ccc2c(c1)[nH]c1cc(F)ccc12)n1ccnc1,CHEMBL454217,Inhibition,%,75.0,INH,%,75.0
CC(c1ccc2c(c1)[nH]c1ccccc12)n1ccnc1,CHEMBL499882,Inhibition,%,88.0,INH,%,88.0
CC(c1ccc2c(c1)Cc1ccccc1-2)n1ccnc1,CHEMBL501198,Inhibition,%,89.0,INH,%,89.0
CC(c1ccc2c(c1)Cc1cc(O)ccc1-2)n1ccnc1,CHEMBL505550,Inhibition,%,89.0,INH,%,89.0
Fc1ccc(-c2ccc(C(CCCl)n3ccnc3)cc2)cc1,CHEMBL500139,Inhibition,%,86.0,INH,%,86.0
CCC(CC)(c1ccc(-c2ccc(F)cc2)cc1)n1ccnc1,CHEMBL501446,Inhibition,%,95.0,INH,%,95.0
CCC(c1ccc(-c2ccc(F)cc2)cc1)n1ccnc1,CHEMBL527112,Inhibition,%,88.0,INH,%,88.0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL386630,Inhibition,%,41.1,INH,%,41.1
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL386630,Inhibition,%,10.5,INH,%,10.5
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL386630,Inhibition,%,4.38,INH,%,4.38
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL386630,Inhibition,%,61.0,INH,%,61.0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL386630,Inhibition,%,10.4,INH,%,10.4
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL386630,Inhibition,%,4.85,INH,%,4.85
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL386630,Inhibition,%,69.4,INH,%,69.4
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL386630,Inhibition,%,7.96,INH,%,7.96
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL386630,Inhibition,%,11.46,INH,%,11.46
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL386630,Inhibition,%,44.1,INH,%,44.1
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL386630,Inhibition,%,7.82,INH,%,7.82
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL386630,Inhibition,%,7.04,INH,%,7.04
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL386630,Inhibition,%,103.0,INH,%,103.0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL386630,Inhibition,%,69.6,INH,%,69.6
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL386630,Inhibition,%,69.7,INH,%,69.7
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL386630,Inhibition,%,95.0,INH,%,95.0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL386630,Inhibition,%,98.7,INH,%,98.7
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL386630,Inhibition,%,97.1,INH,%,97.1
Cl.N[C@@H](CC(=O)N1N=CCC1C(=O)NCc1ccccc1)Cc1cc(F)c(F)cc1F,CHEMBL461129,Inhibition,%,18.8,INH,%,18.8
Cl.N[C@@H](CC(=O)N1N=CCC1C(=O)Nc1ccc(OCC(=O)O)cc1)Cc1cc(F)c(F)cc1F,CHEMBL488022,Inhibition,%,59.3,INH,%,59.3
Cl.N[C@@H](CC(=O)N1N=CCC1C(=O)NCc1ccc(C(=O)O)cc1)Cc1cc(F)c(F)cc1F,CHEMBL470118,Inhibition,%,62.0,INH,%,62.0
CCOC(=O)COc1ccc(NC(=O)C2CC=NN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1.Cl,CHEMBL472199,Inhibition,%,6.9,INH,%,6.9
Cl.Nc1ccc(CNC(=O)C2CC=NN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1,CHEMBL518629,Inhibition,%,4.5,INH,%,4.5
Cc1c(-c2cccc(OCCCC(=O)O)c2F)c(=O)n(C[C@H](N)c2ccccc2)c(=O)n1Cc1c(F)cccc1C(F)(F)F,CHEMBL449373,Inhibition,%,21.0,INH,%,21.0
Cc1c(-c2cccc(OCC(=O)O)c2F)c(=O)n(C[C@H](N)c2ccccc2)c(=O)n1Cc1c(F)cccc1C(F)(F)F,CHEMBL447592,Inhibition,%,16.0,INH,%,16.0
O=S(=O)(NC1CCNCC1)c1cc(S(=O)(=O)c2ccccc2)ccc1C(F)(F)F,CHEMBL495575,Inhibition,%,51.0,INH,%,51.0
CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,CHEMBL449276,Inhibition,%,55.0,INH,%,55.0
CC(C)(C)CC(=O)N1CCC[C@H]1C(=O)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,CHEMBL455476,Inhibition,%,74.0,INH,%,74.0
CC(C)(C)NC(=O)N1CCC[C@H]1C(=O)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,CHEMBL503825,Inhibition,%,49.0,INH,%,49.0
CC(C)(C)CCN1CCC[C@H]1C(=O)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,CHEMBL451431,Inhibition,%,84.0,INH,%,84.0
CC(C)COc1ccc(-c2n[nH]c(-c3ccncc3)n2)cc1[N+](=O)[O-],CHEMBL468704,Inhibition,%,80.9,INH,%,80.9
Cc1cc(-c2n[nH]c(-c3ccc(OCC(C)C)c([N+](=O)[O-])c3)n2)cc(Cl)n1,CHEMBL462495,Inhibition,%,10.9,INH,%,10.9
COc1cc(-c2n[nH]c(-c3ccc(OCC(C)C)c([N+](=O)[O-])c3)n2)ccn1,CHEMBL460371,Inhibition,%,6.4,INH,%,6.4
CC(C)COc1ccc(-c2nc(-c3ccnc(Cl)c3)n[nH]2)cc1[N+](=O)[O-],CHEMBL516626,Inhibition,%,7.1,INH,%,7.1
Cc1cc(-c2nc(-c3ccc(OCC(C)C)c([N+](=O)[O-])c3)n[nH]2)ccn1,CHEMBL460160,Inhibition,%,7.7,INH,%,7.7
CC(C)COc1ccc(-c2nc(-c3cccnc3)n[nH]2)cc1[N+](=O)[O-],CHEMBL513690,Inhibition,%,18.2,INH,%,18.2
CC(C)COc1ccc(-c2nc(-c3ccccn3)n[nH]2)cc1[N+](=O)[O-],CHEMBL460159,Inhibition,%,,INH,,
Cc1cc(-c2nc(-c3ccc(OCC(C)C)c(C#N)c3)n[nH]2)ccn1,CHEMBL468706,Inhibition,%,16.8,INH,%,16.8
